Date,Time,Userid_From,Name_From,Message,Userid_To,At,Post_Category,Channel,To_Channel
7/18/18,19:42:46,U4LPDPNM9,,<@U4LPDPNM9> has joined the channel,UBMTZF0UA,,joined,whywedothis,TRUE
7/18/18,19:42:46,U4LPDPNM9,,<@U4LPDPNM9> has joined the channel,UBN8AAZS7,,joined,whywedothis,TRUE
7/18/18,19:42:46,U4LPDPNM9,,<@U4LPDPNM9> has joined the channel,UBNVC491V,,joined,whywedothis,TRUE
7/18/18,19:42:46,U4LPDPNM9,,<@U4LPDPNM9> has joined the channel,UBQ05DLJ2,,joined,whywedothis,TRUE
7/18/18,19:42:46,U4LPDPNM9,,<@U4LPDPNM9> has joined the channel,UBQ5PDK8Q,,joined,whywedothis,TRUE
7/18/18,19:42:46,U4LPDPNM9,,<@U4LPDPNM9> has joined the channel,UBQC15LS1,,joined,whywedothis,TRUE
7/18/18,19:42:46,U4LPDPNM9,,<@U4LPDPNM9> has joined the channel,UBQQ61UCB,,joined,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",U1YKC618E,,0,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",U1YKEP2PQ,,0,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",U1YKMC1QD,,0,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",U1YKN5ZV5,,0,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",U1YKUG3B7,,0,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",U4X9ZLJ2D,,0,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",U57M23EJD,,0,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",U5B5RJKK2,,0,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",U9N0B9JFR,,0,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",UBMFPP7MZ,,0,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",UBMMLALTE,,0,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",UBMPAERMJ,,0,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",UBMTZF0UA,,0,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",UBN8AAZS7,,0,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",UBNVC491V,,0,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",UBQ05DLJ2,,0,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",UBQ5PDK8Q,,0,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",UBQC15LS1,,0,whywedothis,TRUE
7/18/18,19:44:44,U4LPDPNM9,,"Here's Chico State's ""Learning Outcomes"" for our physics major. Outcome 2c is specifically computational but all of Goal 2 relates to computation across our cirriculum <https://www.csuchico.edu/physics/program-portfolio/learning-outcomes.shtml>",UBQQ61UCB,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",U1YKC618E,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",U1YKEP2PQ,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",U1YKMC1QD,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",U1YKN5ZV5,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",U1YKUG3B7,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",U4X9ZLJ2D,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",U57M23EJD,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",U5B5RJKK2,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",U9N0B9JFR,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",UBMFPP7MZ,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",UBMMLALTE,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",UBMPAERMJ,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",UBMTZF0UA,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",UBN8AAZS7,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",UBNVC491V,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",UBQ05DLJ2,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",UBQ5PDK8Q,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",UBQC15LS1,,0,whywedothis,TRUE
7/18/18,19:51:17,U4LPDPNM9,,"For what it's worth, here's my syllabus for our junior-level computational physics class with some very much invented learning objectives",UBQQ61UCB,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,U1YKC618E,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,U1YKEP2PQ,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,U1YKN5ZV5,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,U1YKUG3B7,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,U4LPDPNM9,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,U4X9ZLJ2D,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,U57M23EJD,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,U5B5RJKK2,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,U9N0B9JFR,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,UBMFPP7MZ,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,UBMMLALTE,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,UBMPAERMJ,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,UBMTZF0UA,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,UBN8AAZS7,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,UBNVC491V,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,UBQ05DLJ2,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,UBQ5PDK8Q,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,UBQC15LS1,,0,whywedothis,TRUE
7/18/18,20:23:20,U1YKMC1QD,,Thanks!,UBQQ61UCB,,0,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,U1YKC618E,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,U1YKEP2PQ,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,U1YKMC1QD,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,U1YKN5ZV5,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,U1YKUG3B7,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,U4LPDPNM9,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,U4X9ZLJ2D,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,U57M23EJD,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,U5B5RJKK2,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,U9N0B9JFR,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,UBMFPP7MZ,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,UBMMLALTE,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,UBMPAERMJ,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,UBMTZF0UA,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,UBN8AAZS7,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,UBNVC491V,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,UBQ05DLJ2,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,UBQ5PDK8Q,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,UBQC15LS1,,joined,whywedothis,TRUE
7/19/18,8:12:17,UBN4DAZ9P,,<@UBN4DAZ9P> has joined the channel,UBQQ61UCB,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,U1YKC618E,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,U1YKEP2PQ,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,U1YKMC1QD,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,U1YKN5ZV5,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,U1YKUG3B7,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,U4LPDPNM9,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,U4X9ZLJ2D,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,U57M23EJD,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,U5B5RJKK2,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,U9N0B9JFR,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,UBMFPP7MZ,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,UBMMLALTE,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,UBMPAERMJ,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,UBMTZF0UA,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,UBN4DAZ9P,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,UBN8AAZS7,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,UBNVC491V,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,UBQ05DLJ2,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,UBQ5PDK8Q,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,UBQC15LS1,,joined,whywedothis,TRUE
7/19/18,10:59:01,UAT9EUJLC,,<@UAT9EUJLC> has joined the channel,UBQQ61UCB,,joined,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,U1YKC618E,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,U1YKEP2PQ,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,U1YKMC1QD,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,U1YKN5ZV5,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,U1YKUG3B7,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,U4LPDPNM9,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,U4X9ZLJ2D,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,U57M23EJD,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,U5B5RJKK2,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,UAT9EUJLC,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,UBMFPP7MZ,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,UBMMLALTE,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,UBMPAERMJ,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,UBMTZF0UA,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,UBN4DAZ9P,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,UBN8AAZS7,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,UBNVC491V,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,UBQ05DLJ2,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,UBQ5PDK8Q,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,UBQC15LS1,,0,whywedothis,TRUE
7/30/18,17:14:06,U9N0B9JFR,,Do we have any research on how computational modeling affects student learning? I've looked around at the PICUP website but didn't find anything. Although I could be missing some corner.,UBQQ61UCB,,0,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,U1YKC618E,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,U1YKEP2PQ,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,U1YKMC1QD,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,U1YKN5ZV5,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,U1YKUG3B7,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,U4LPDPNM9,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,U4X9ZLJ2D,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,U57M23EJD,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,U5B5RJKK2,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,U9N0B9JFR,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,UAT9EUJLC,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,UBMFPP7MZ,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,UBMMLALTE,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,UBMPAERMJ,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,UBMTZF0UA,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,UBN4DAZ9P,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,UBN8AAZS7,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,UBNVC491V,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,UBQ05DLJ2,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,UBQ5PDK8Q,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,UBQC15LS1,,joined,whywedothis,TRUE
7/30/18,21:53:06,U1YCYCK61,,<@U1YCYCK61> has joined the channel,UBQQ61UCB,,joined,whywedothis,TRUE
8/2/18,9:27:02,U1YKEP2PQ,,"But in some sense this is comparing apples to oranges.  The FCI and BEMA (assessments used in these articles) are aligned to the traditional curriculum, and not assessing things that are valued in M&amp;I.",U1YCYCK61,,0,whywedothis,TRUE
8/2/18,9:27:02,U1YKEP2PQ,,"But in some sense this is comparing apples to oranges.  The FCI and BEMA (assessments used in these articles) are aligned to the traditional curriculum, and not assessing things that are valued in M&amp;I.",U1YKC618E,,0,whywedothis,TRUE
8/2/18,9:27:02,U1YKEP2PQ,,"But in some sense this is comparing apples to oranges.  The FCI and BEMA (assessments used in these articles) are aligned to the traditional curriculum, and not assessing things that are valued in M&amp;I.",U1YKMC1QD,,0,whywedothis,TRUE
8/2/18,9:27:02,U1YKEP2PQ,,"But in some sense this is comparing apples to oranges.  The FCI and BEMA (assessments used in these articles) are aligned to the traditional curriculum, and not assessing things that are valued in M&amp;I.",U1YKN5ZV5,,0,whywedothis,TRUE
8/2/18,9:27:02,U1YKEP2PQ,,"But in some sense this is comparing apples to oranges.  The FCI and BEMA (assessments used in these articles) are aligned to the traditional curriculum, and not assessing things that are valued in M&amp;I.",U1YKUG3B7,,0,whywedothis,TRUE
8/2/18,9:27:02,U1YKEP2PQ,,"But in some sense this is comparing apples to oranges.  The FCI and BEMA (assessments used in these articles) are aligned to the traditional curriculum, and not assessing things that are valued in M&amp;I.",U4LPDPNM9,,0,whywedothis,TRUE
8/2/18,9:27:02,U1YKEP2PQ,,"But in some sense this is comparing apples to oranges.  The FCI and BEMA (assessments used in these articles) are aligned to the traditional curriculum, and not assessing things that are valued in M&amp;I.",U4X9ZLJ2D,,0,whywedothis,TRUE
8/2/18,9:27:02,U1YKEP2PQ,,"But in some sense this is comparing apples to oranges.  The FCI and BEMA (assessments used in these articles) are aligned to the traditional curriculum, and not assessing things that are valued in M&amp;I.",U57M23EJD,,0,whywedothis,TRUE
8/2/18,9:27:02,U1YKEP2PQ,,"But in some sense this is comparing apples to oranges.  The FCI and BEMA (assessments used in these articles) are aligned to the traditional curriculum, and not assessing things that are valued in M&amp;I.",U5B5RJKK2,,0,whywedothis,TRUE
8/2/18,9:27:02,U1YKEP2PQ,,"But in some sense this is comparing apples to oranges.  The FCI and BEMA (assessments used in these articles) are aligned to the traditional curriculum, and not assessing things that are valued in M&amp;I.",U9N0B9JFR,,0,whywedothis,TRUE
8/2/18,9:27:02,U1YKEP2PQ,,"But in some sense this is comparing apples to oranges.  The FCI and BEMA (assessments used in these articles) are aligned to the traditional curriculum, and not assessing things that are valued in M&amp;I.",UAT9EUJLC,,0,whywedothis,TRUE
8/2/18,9:27:02,U1YKEP2PQ,,"But in some sense this is comparing apples to oranges.  The FCI and BEMA (assessments used in these articles) are aligned to the traditional curriculum, and not assessing things that are valued in M&amp;I.",UBMFPP7MZ,,0,whywedothis,TRUE
8/2/18,9:27:02,U1YKEP2PQ,,"But in some sense this is comparing apples to oranges.  The FCI and BEMA (assessments used in these articles) are aligned to the traditional curriculum, and not assessing things that are valued in M&amp;I.",UBMMLALTE,,0,whywedothis,TRUE
8/2/18,9:27:02,U1YKEP2PQ,,"But in some sense this is comparing apples to oranges.  The FCI and BEMA (assessments used in these articles) are aligned to the traditional curriculum, and not assessing things that are valued in M&amp;I.",UBMPAERMJ,,0,whywedothis,TRUE
8/2/18,9:27:02,U1YKEP2PQ,,"But in some sense this is comparing apples to oranges.  The FCI and BEMA (assessments used in these articles) are aligned to the traditional curriculum, and not assessing things that are valued in M&amp;I.",UBMTZF0UA,,0,whywedothis,TRUE
